filename,width,height,class,xmin,ymin,xmax,ymax
parking_lot_12.jpg,1202,800,occupied,727,263,833,312
parking_lot_12.jpg,1202,800,occupied,628,305,729,357
parking_lot_12.jpg,1202,800,occupied,728,304,832,358
parking_lot_12.jpg,1202,800,occupied,632,347,727,398
parking_lot_12.jpg,1202,800,occupied,726,349,843,399
parking_lot_12.jpg,1202,800,occupied,629,394,729,447
parking_lot_12.jpg,1202,800,occupied,726,393,832,443
parking_lot_12.jpg,1202,800,occupied,630,481,727,535
parking_lot_12.jpg,1202,800,occupied,727,527,824,581
parking_lot_12.jpg,1202,800,occupied,628,526,728,584
parking_lot_12.jpg,1202,800,occupied,623,574,726,628
parking_lot_12.jpg,1202,800,occupied,627,622,729,669
parking_lot_12.jpg,1202,800,occupied,727,621,835,672
parking_lot_12.jpg,1202,800,occupied,624,665,728,725
parking_lot_12.jpg,1202,800,occupied,722,666,830,725
parking_lot_12.jpg,1202,800,occupied,729,751,834,800
parking_lot_12.jpg,1202,800,occupied,918,31,1022,82
parking_lot_12.jpg,1202,800,occupied,1008,29,1119,81
parking_lot_12.jpg,1202,800,occupied,913,75,1021,130
parking_lot_12.jpg,1202,800,occupied,1006,76,1124,130
parking_lot_12.jpg,1202,800,occupied,917,124,1021,177
parking_lot_12.jpg,1202,800,occupied,1018,170,1133,213
parking_lot_12.jpg,1202,800,occupied,917,168,1022,215
parking_lot_12.jpg,1202,800,occupied,1017,213,1128,266
parking_lot_12.jpg,1202,800,occupied,908,261,1018,310
parking_lot_12.jpg,1202,800,occupied,1010,305,1113,356
parking_lot_12.jpg,1202,800,occupied,1008,348,1123,400
parking_lot_12.jpg,1202,800,occupied,912,391,1019,450
parking_lot_12.jpg,1202,800,occupied,910,441,1019,494
parking_lot_12.jpg,1202,800,occupied,1011,482,1124,533
parking_lot_12.jpg,1202,800,occupied,908,525,1021,580
parking_lot_12.jpg,1202,800,occupied,1011,572,1130,626
parking_lot_12.jpg,1202,800,occupied,910,617,1021,672
parking_lot_12.jpg,1202,800,occupied,910,663,1024,718
parking_lot_12.jpg,1202,800,occupied,910,747,1018,800
parking_lot_12.jpg,1202,800,free,41,122,149,174
parking_lot_12.jpg,1202,800,free,40,168,150,219
parking_lot_12.jpg,1202,800,free,46,255,151,315
parking_lot_12.jpg,1202,800,free,155,258,250,304
parking_lot_12.jpg,1202,800,free,44,301,154,357
parking_lot_12.jpg,1202,800,free,151,347,253,400
parking_lot_12.jpg,1202,800,free,54,392,152,444
parking_lot_12.jpg,1202,800,free,50,436,151,492
parking_lot_12.jpg,1202,800,free,54,529,153,580
parking_lot_12.jpg,1202,800,free,55,572,153,626
parking_lot_12.jpg,1202,800,free,159,577,250,626
parking_lot_12.jpg,1202,800,free,154,617,254,673
parking_lot_12.jpg,1202,800,free,151,663,253,716
parking_lot_12.jpg,1202,800,free,44,709,153,758
parking_lot_12.jpg,1202,800,free,342,169,443,221
parking_lot_12.jpg,1202,800,free,340,448,439,491
parking_lot_12.jpg,1202,800,free,340,483,443,538
parking_lot_12.jpg,1202,800,free,344,527,441,584
parking_lot_12.jpg,1202,800,free,344,570,438,628
parking_lot_12.jpg,1202,800,free,440,347,548,400
parking_lot_12.jpg,1202,800,free,442,527,541,583
parking_lot_12.jpg,1202,800,free,443,664,541,715
parking_lot_12.jpg,1202,800,free,441,707,539,758
parking_lot_12.jpg,1202,800,free,631,438,729,492
parking_lot_12.jpg,1202,800,free,727,436,835,492
parking_lot_12.jpg,1202,800,free,724,484,834,534
parking_lot_12.jpg,1202,800,free,724,573,838,626
parking_lot_12.jpg,1202,800,free,724,712,825,761
parking_lot_12.jpg,1202,800,free,1019,122,1129,171
parking_lot_12.jpg,1202,800,free,912,213,1018,268
parking_lot_12.jpg,1202,800,free,1012,262,1133,308
parking_lot_12.jpg,1202,800,free,912,305,1016,358
parking_lot_12.jpg,1202,800,free,910,347,1018,401
parking_lot_12.jpg,1202,800,free,1018,395,1135,447
parking_lot_12.jpg,1202,800,free,1015,439,1130,488
parking_lot_12.jpg,1202,800,free,908,484,1020,532
parking_lot_12.jpg,1202,800,free,1017,621,1134,671
parking_lot_12.jpg,1202,800,free,1017,662,1127,715
parking_lot_12.jpg,1202,800,free,908,712,1018,759
parking_lot_131_1.jpg,172,137,free,43,29,67,73
parking_lot_131_1.jpg,172,137,free,66,29,90,72
parking_lot_131_1.jpg,172,137,free,87,28,112,72
parking_lot_131_1.jpg,172,137,free,108,28,134,72
parking_lot_131_1.jpg,172,137,free,44,71,71,114
parking_lot_131_1.jpg,172,137,free,65,71,92,114
parking_lot_131_1.jpg,172,137,free,87,70,113,114
parking_lot_131_1.jpg,172,137,free,109,70,135,113
parking_lot_131_1.jpg,172,137,free,130,70,157,112
parking_lot_131_10.jpg,162,97,free,29,6,74,32
parking_lot_131_10.jpg,162,97,free,29,28,74,55
parking_lot_131_10.jpg,162,97,free,29,50,75,77
parking_lot_131_10.jpg,162,97,free,30,73,75,97
parking_lot_131_12.jpg,87,81,free,5,26,32,70
parking_lot_131_12.jpg,87,81,free,27,26,55,70
parking_lot_131_12.jpg,87,81,free,49,26,76,70
parking_lot_131_13.jpg,99,106,occupied,4,10,30,54
parking_lot_131_13.jpg,99,106,occupied,27,52,53,96
parking_lot_131_13.jpg,99,106,free,4,52,31,96
parking_lot_131_13.jpg,99,106,free,70,9,97,53
parking_lot_131_13.jpg,99,106,free,71,50,97,95
parking_lot_131_13.jpg,99,106,free,48,50,74,95
parking_lot_131_13.jpg,99,106,free,26,8,52,53
parking_lot_131_13.jpg,99,106,free,49,8,75,53
parking_lot_131_14.jpg,96,113,occupied,13,18,38,61
parking_lot_131_14.jpg,96,113,occupied,66,17,91,61
parking_lot_131_14.jpg,96,113,occupied,47,58,71,104
parking_lot_131_14.jpg,96,113,occupied,13,60,39,103
parking_lot_131_14.jpg,96,113,free,45,18,70,60
parking_lot_131_14.jpg,96,113,free,69,59,93,102
parking_lot_131_15.jpg,92,91,occupied,18,13,65,43
parking_lot_131_15.jpg,92,91,occupied,20,59,65,87
parking_lot_131_15.jpg,92,91,free,20,36,66,64
parking_lot_131_16.jpg,216,133,free,1,9,53,35
parking_lot_131_16.jpg,216,133,free,1,31,53,56
parking_lot_131_16.jpg,216,133,free,1,52,54,78
parking_lot_131_16.jpg,216,133,free,102,7,148,34
parking_lot_131_16.jpg,216,133,free,103,29,151,56
parking_lot_131_16.jpg,216,133,occupied,104,51,153,78
parking_lot_131_17.jpg,111,90,occupied,52,8,99,35
parking_lot_131_17.jpg,111,90,occupied,52,31,100,58
parking_lot_131_17.jpg,111,90,free,54,53,100,80
parking_lot_131_18.jpg,123,87,free,9,7,56,34
parking_lot_131_18.jpg,123,87,free,53,7,101,33
parking_lot_131_18.jpg,123,87,free,9,29,56,56
parking_lot_131_18.jpg,123,87,free,53,30,102,55
parking_lot_131_18.jpg,123,87,free,10,51,55,77
parking_lot_131_18.jpg,123,87,free,53,51,102,75
parking_lot_131_4.jpg,91,64,free,11,12,38,56
parking_lot_131_4.jpg,91,64,free,33,12,59,56
parking_lot_131_4.jpg,91,64,free,55,12,81,56
parking_lot_131_5.jpg,123,114,free,8,22,35,66
parking_lot_131_5.jpg,123,114,free,9,62,36,106
parking_lot_131_5.jpg,123,114,free,31,62,58,106
parking_lot_131_5.jpg,123,114,free,64,20,89,65
parking_lot_131_5.jpg,123,114,free,29,21,56,65
parking_lot_131_5.jpg,123,114,free,62,61,91,105
parking_lot_131_5.jpg,123,114,free,85,61,113,105
parking_lot_131_6.jpg,73,77,occupied,7,3,56,30
parking_lot_131_6.jpg,73,77,occupied,8,26,57,50
parking_lot_131_6.jpg,73,77,occupied,7,48,57,74
parking_lot_131_7.jpg,67,71,occupied,3,2,54,26
parking_lot_131_7.jpg,67,71,occupied,4,22,55,47
parking_lot_131_7.jpg,67,71,occupied,1,43,55,69
parking_lot_131_8.jpg,154,93,free,100,19,154,45
parking_lot_131_8.jpg,154,93,free,101,41,154,67
parking_lot_131_8.jpg,154,93,free,102,63,154,89
parking_lot_131_9.jpg,135,95,free,4,7,31,52
parking_lot_131_9.jpg,135,95,free,26,8,53,52
parking_lot_131_9.jpg,135,95,free,47,6,74,51
parking_lot_131_9.jpg,135,95,free,69,6,97,51
parking_lot_131_9.jpg,135,95,free,91,6,115,51
parking_lot_131_9.jpg,135,95,free,4,48,32,92
parking_lot_131_9.jpg,135,95,free,27,48,54,92
parking_lot_131_9.jpg,135,95,free,48,48,76,91
parking_lot_131_9.jpg,135,95,free,69,47,97,91
parking_lot_131_9.jpg,135,95,free,92,47,118,91
parking_lot_139_1.jpg,154,109,free,1,24,29,77
parking_lot_139_1.jpg,154,109,free,25,24,53,77
parking_lot_139_1.jpg,154,109,free,73,24,102,77
parking_lot_139_1.jpg,154,109,occupied,49,23,76,78
parking_lot_139_1.jpg,154,109,occupied,97,24,127,78
parking_lot_139_1.jpg,154,109,occupied,123,24,150,78
parking_lot_139_2.jpg,148,138,occupied,1,25,26,78
parking_lot_139_2.jpg,148,138,occupied,22,25,50,78
parking_lot_139_2.jpg,148,138,occupied,46,27,74,78
parking_lot_139_2.jpg,148,138,occupied,71,27,99,79
parking_lot_139_2.jpg,148,138,occupied,96,27,122,79
parking_lot_139_2.jpg,148,138,occupied,120,28,147,79
parking_lot_139_2.jpg,148,138,occupied,1,74,25,126
parking_lot_139_2.jpg,148,138,occupied,21,74,49,126
parking_lot_139_2.jpg,148,138,free,45,74,73,127
parking_lot_139_2.jpg,148,138,occupied,70,75,98,128
parking_lot_139_2.jpg,148,138,occupied,94,75,122,128
parking_lot_139_2.jpg,148,138,occupied,119,75,146,128
parking_lot_147_1.jpg,221,147,occupied,23,80,49,121
parking_lot_147_1.jpg,221,147,occupied,66,78,91,123
parking_lot_147_1.jpg,221,147,occupied,128,79,154,123
parking_lot_147_1.jpg,221,147,occupied,191,80,217,124
parking_lot_147_1.jpg,221,147,free,46,79,70,122
parking_lot_147_1.jpg,221,147,free,86,79,112,123
parking_lot_147_1.jpg,221,147,free,107,79,133,123
parking_lot_147_1.jpg,221,147,free,150,79,175,123
parking_lot_147_1.jpg,221,147,free,170,79,196,124
parking_lot_147_2.jpg,124,94,occupied,8,35,34,79
parking_lot_147_2.jpg,124,94,occupied,72,36,98,80
parking_lot_147_2.jpg,124,94,free,32,35,55,79
parking_lot_147_2.jpg,124,94,free,51,35,76,79
parking_lot_147_2.jpg,124,94,free,94,36,118,80
parking_lot_147_3.jpg,162,118,free,4,29,30,73
parking_lot_147_3.jpg,162,118,occupied,25,30,51,74
parking_lot_147_3.jpg,162,118,occupied,46,30,72,74
parking_lot_147_3.jpg,162,118,occupied,67,30,93,74
parking_lot_147_3.jpg,162,118,occupied,89,30,113,74
parking_lot_147_3.jpg,162,118,occupied,109,30,134,74
parking_lot_148_1.jpg,402,261,occupied,69,25,99,76
parking_lot_148_1.jpg,402,261,occupied,93,25,124,76
parking_lot_148_1.jpg,402,261,occupied,165,24,196,74
parking_lot_148_1.jpg,402,261,occupied,237,24,269,72
parking_lot_148_1.jpg,402,261,occupied,69,91,99,142
parking_lot_148_1.jpg,402,261,occupied,117,90,147,142
parking_lot_148_1.jpg,402,261,occupied,70,197,100,252
parking_lot_148_1.jpg,402,261,occupied,288,200,317,248
parking_lot_148_1.jpg,402,261,free,94,202,125,251
parking_lot_148_1.jpg,402,261,free,118,202,149,251
parking_lot_148_1.jpg,402,261,free,142,202,172,250
parking_lot_148_1.jpg,402,261,free,166,201,197,250
parking_lot_148_1.jpg,402,261,free,190,201,222,248
parking_lot_148_1.jpg,402,261,free,215,201,246,249
parking_lot_148_1.jpg,402,261,free,238,201,270,248
parking_lot_148_1.jpg,402,261,free,262,201,292,248
parking_lot_148_1.jpg,402,261,free,117,24,148,75
parking_lot_148_1.jpg,402,261,free,141,25,170,74
parking_lot_148_1.jpg,402,261,free,190,24,220,72
parking_lot_148_1.jpg,402,261,free,214,25,243,73
parking_lot_148_1.jpg,402,261,free,263,25,293,74
parking_lot_148_1.jpg,402,261,free,286,24,317,73
parking_lot_148_1.jpg,402,261,free,94,90,124,141
parking_lot_148_1.jpg,402,261,free,142,89,172,142
parking_lot_148_1.jpg,402,261,free,166,90,196,141
parking_lot_148_1.jpg,402,261,free,189,90,221,141
parking_lot_148_1.jpg,402,261,free,212,88,245,141
parking_lot_148_1.jpg,402,261,free,238,89,270,140
parking_lot_148_1.jpg,402,261,free,262,88,292,141
parking_lot_148_1.jpg,402,261,free,286,88,317,141
parking_lot_178_1.jpg,138,141,occupied,12,25,39,76
parking_lot_178_1.jpg,138,141,occupied,35,25,62,77
parking_lot_178_1.jpg,138,141,occupied,103,25,131,76
parking_lot_178_1.jpg,138,141,free,58,25,85,77
parking_lot_178_1.jpg,138,141,free,80,25,108,77
parking_lot_19.jpg,800,449,free,88,10,171,68
parking_lot_19.jpg,800,449,free,166,10,252,66
parking_lot_19.jpg,800,449,free,86,86,173,138
parking_lot_19.jpg,800,449,free,88,163,171,215
parking_lot_19.jpg,800,449,free,169,47,248,105
parking_lot_19.jpg,800,449,free,167,83,248,143
parking_lot_19.jpg,800,449,free,165,123,248,181
parking_lot_19.jpg,800,449,free,166,159,247,219
parking_lot_19.jpg,800,449,free,165,198,250,253
parking_lot_19.jpg,800,449,free,80,241,170,286
parking_lot_19.jpg,800,449,free,344,9,426,66
parking_lot_19.jpg,800,449,free,344,46,427,100
parking_lot_19.jpg,800,449,free,345,200,427,255
parking_lot_19.jpg,800,449,free,340,275,428,332
parking_lot_19.jpg,800,449,free,424,8,506,63
parking_lot_19.jpg,800,449,free,425,45,507,105
parking_lot_19.jpg,800,449,free,426,84,508,134
parking_lot_19.jpg,800,449,free,426,236,508,294
parking_lot_19.jpg,800,449,free,588,8,674,65
parking_lot_19.jpg,800,449,free,587,45,674,105
parking_lot_19.jpg,800,449,free,587,123,672,180
parking_lot_19.jpg,800,449,free,588,85,676,142
parking_lot_19.jpg,800,449,free,670,47,751,106
parking_lot_19.jpg,800,449,free,668,87,753,142
parking_lot_19.jpg,800,449,free,666,122,753,180
parking_lot_19.jpg,800,449,free,590,160,675,219
parking_lot_19.jpg,800,449,free,671,202,757,253
parking_lot_19.jpg,800,449,free,589,237,674,294
parking_lot_19.jpg,800,449,free,670,282,754,331
parking_lot_19.jpg,800,449,free,671,316,756,371
parking_lot_19.jpg,800,449,free,670,355,754,409
parking_lot_19.jpg,800,449,free,591,396,676,442
parking_lot_19.jpg,800,449,free,670,399,752,442
parking_lot_19.jpg,800,449,occupied,91,55,170,97
parking_lot_19.jpg,800,449,occupied,90,131,170,171
parking_lot_19.jpg,800,449,occupied,91,206,170,248
parking_lot_19.jpg,800,449,occupied,166,244,245,285
parking_lot_19.jpg,800,449,occupied,89,281,169,325
parking_lot_19.jpg,800,449,occupied,167,281,244,325
parking_lot_19.jpg,800,449,occupied,346,91,426,135
parking_lot_19.jpg,800,449,occupied,346,130,427,172
parking_lot_19.jpg,800,449,occupied,346,169,428,211
parking_lot_19.jpg,800,449,occupied,423,130,503,172
parking_lot_19.jpg,800,449,occupied,425,168,503,209
parking_lot_19.jpg,800,449,occupied,346,92,427,134
parking_lot_19.jpg,800,449,occupied,347,244,426,287
parking_lot_19.jpg,800,449,occupied,425,282,505,325
parking_lot_19.jpg,800,449,occupied,346,320,429,382
parking_lot_19.jpg,800,449,occupied,424,321,503,383
parking_lot_19.jpg,800,449,occupied,346,378,427,438
parking_lot_19.jpg,800,449,occupied,668,13,750,58
parking_lot_19.jpg,800,449,occupied,672,169,749,212
parking_lot_19.jpg,800,449,occupied,671,244,751,289
parking_lot_19.jpg,800,449,occupied,593,283,675,325
parking_lot_19.jpg,800,449,occupied,592,319,676,365
parking_lot_19.jpg,800,449,occupied,592,319,676,365
parking_lot_19.jpg,800,449,occupied,594,359,675,403
parking_lot_19.jpg,800,449,occupied,425,206,504,248
parking_lot_20.jpg,1300,1032,occupied,274,18,371,165
parking_lot_20.jpg,1300,1032,occupied,360,18,455,167
parking_lot_20.jpg,1300,1032,occupied,530,22,624,165
parking_lot_20.jpg,1300,1032,occupied,612,21,712,161
parking_lot_20.jpg,1300,1032,occupied,867,21,966,165
parking_lot_20.jpg,1300,1032,occupied,1117,20,1213,168
parking_lot_20.jpg,1300,1032,occupied,14,204,111,356
parking_lot_20.jpg,1300,1032,occupied,104,198,197,358
parking_lot_20.jpg,1300,1032,occupied,191,202,284,360
parking_lot_20.jpg,1300,1032,occupied,275,206,369,360
parking_lot_20.jpg,1300,1032,occupied,360,204,459,361
parking_lot_20.jpg,1300,1032,occupied,445,203,541,360
parking_lot_20.jpg,1300,1032,occupied,864,203,964,358
parking_lot_20.jpg,1300,1032,occupied,953,202,1048,357
parking_lot_20.jpg,1300,1032,occupied,9,566,111,737
parking_lot_20.jpg,1300,1032,occupied,182,562,283,735
parking_lot_20.jpg,1300,1032,occupied,272,560,367,734
parking_lot_20.jpg,1300,1032,occupied,354,558,455,733
parking_lot_20.jpg,1300,1032,occupied,864,553,960,727
parking_lot_20.jpg,1300,1032,occupied,1119,548,1211,719
parking_lot_20.jpg,1300,1032,occupied,183,727,281,909
parking_lot_20.jpg,1300,1032,occupied,781,719,882,898
parking_lot_20.jpg,1300,1032,occupied,869,719,966,894
parking_lot_20.jpg,1300,1032,occupied,1199,711,1295,894
parking_lot_20.jpg,1300,1032,free,189,13,282,166
parking_lot_20.jpg,1300,1032,free,445,19,538,166
parking_lot_20.jpg,1300,1032,free,700,21,794,166
parking_lot_20.jpg,1300,1032,free,782,20,878,165
parking_lot_20.jpg,1300,1032,free,951,20,1047,166
parking_lot_20.jpg,1300,1032,free,1033,20,1129,165
parking_lot_20.jpg,1300,1032,free,1199,20,1292,166
parking_lot_20.jpg,1300,1032,free,530,207,629,359
parking_lot_20.jpg,1300,1032,free,616,208,711,360
parking_lot_20.jpg,1300,1032,free,700,210,795,360
parking_lot_20.jpg,1300,1032,free,783,209,879,360
parking_lot_20.jpg,1300,1032,free,1033,206,1131,357
parking_lot_20.jpg,1300,1032,free,1118,210,1214,358
parking_lot_20.jpg,1300,1032,free,1199,210,1295,358
parking_lot_20.jpg,1300,1032,free,442,558,541,734
parking_lot_20.jpg,1300,1032,free,525,557,626,729
parking_lot_20.jpg,1300,1032,free,613,555,712,731
parking_lot_20.jpg,1300,1032,free,697,554,795,731
parking_lot_20.jpg,1300,1032,free,783,553,880,729
parking_lot_20.jpg,1300,1032,free,953,548,1047,728
parking_lot_20.jpg,1300,1032,free,1034,547,1130,725
parking_lot_20.jpg,1300,1032,free,1201,546,1294,721
parking_lot_20.jpg,1300,1032,free,3,727,110,907
parking_lot_20.jpg,1300,1032,free,98,724,193,903
parking_lot_20.jpg,1300,1032,free,269,723,371,903
parking_lot_20.jpg,1300,1032,free,354,717,453,903
parking_lot_20.jpg,1300,1032,free,442,720,538,907
parking_lot_20.jpg,1300,1032,free,526,721,631,905
parking_lot_20.jpg,1300,1032,free,614,720,712,900
parking_lot_20.jpg,1300,1032,free,696,721,796,898
parking_lot_20.jpg,1300,1032,free,950,715,1051,896
parking_lot_20.jpg,1300,1032,free,1032,715,1133,892
parking_lot_20.jpg,1300,1032,free,1117,715,1212,890
parking_lot_20.jpg,1300,1032,free,96,563,195,733
parking_lot_207_1.jpg,121,108,free,9,14,36,56
parking_lot_207_1.jpg,121,108,free,30,15,56,56
parking_lot_207_1.jpg,121,108,free,51,15,77,55
parking_lot_207_1.jpg,121,108,free,72,14,97,55
parking_lot_207_1.jpg,121,108,free,91,14,117,55
parking_lot_207_2.jpg,177,119,free,19,34,45,81
parking_lot_207_2.jpg,177,119,free,41,34,66,82
parking_lot_207_2.jpg,177,119,free,61,34,87,82
parking_lot_207_2.jpg,177,119,free,82,34,107,82
parking_lot_207_2.jpg,177,119,free,103,34,128,83
parking_lot_207_2.jpg,177,119,free,123,34,149,83
parking_lot_207_3.jpg,109,105,free,7,5,34,47
parking_lot_207_3.jpg,109,105,free,27,5,54,46
parking_lot_207_3.jpg,109,105,free,47,3,73,45
parking_lot_207_3.jpg,109,105,free,68,5,93,44
parking_lot_236_1.jpg,226,183,occupied,58,34,90,91
parking_lot_236_1.jpg,226,183,occupied,57,89,90,150
parking_lot_236_1.jpg,226,183,free,86,34,117,91
parking_lot_236_1.jpg,226,183,free,84,87,116,150
parking_lot_236_1.jpg,226,183,free,113,35,144,92
parking_lot_236_1.jpg,226,183,free,112,87,143,150
parking_lot_236_1.jpg,226,183,free,140,34,171,92
parking_lot_236_1.jpg,226,183,free,139,87,170,149
parking_lot_236_1.jpg,226,183,free,167,34,198,91
parking_lot_236_1.jpg,226,183,free,166,87,198,149
parking_lot_236_1.jpg,226,183,free,194,34,224,90
parking_lot_236_1.jpg,226,183,free,194,87,224,148
parking_lot_236_2.jpg,202,176,occupied,4,15,39,69
parking_lot_236_2.jpg,202,176,occupied,34,14,65,68
parking_lot_236_2.jpg,202,176,occupied,111,13,144,71
parking_lot_236_2.jpg,202,176,occupied,140,14,171,71
parking_lot_236_2.jpg,202,176,occupied,167,15,198,71
parking_lot_236_2.jpg,202,176,free,59,15,90,71
parking_lot_236_2.jpg,202,176,free,86,15,117,71
parking_lot_236_2.jpg,202,176,free,4,67,39,127
parking_lot_236_2.jpg,202,176,free,34,66,66,125
parking_lot_236_2.jpg,202,176,free,61,66,90,126
parking_lot_236_2.jpg,202,176,free,85,67,117,126
parking_lot_236_2.jpg,202,176,free,112,67,143,125
parking_lot_236_2.jpg,202,176,free,139,67,170,126
parking_lot_236_2.jpg,202,176,free,165,67,197,126
parking_lot_236_3.jpg,219,181,free,7,15,39,70
parking_lot_236_3.jpg,219,181,free,62,13,94,70
parking_lot_236_3.jpg,219,181,free,62,67,93,123
parking_lot_236_3.jpg,219,181,occupied,8,68,39,125
parking_lot_236_3.jpg,219,181,occupied,35,67,66,127
parking_lot_236_3.jpg,219,181,occupied,89,66,120,125
parking_lot_236_3.jpg,219,181,occupied,115,66,146,125
parking_lot_236_3.jpg,219,181,occupied,89,13,120,70
parking_lot_236_3.jpg,219,181,occupied,117,12,147,70
parking_lot_238_1.jpg,174,154,free,24,40,44,77
